"","Date","month","day","year","hour","DayofWeek","WeekDay","Peakhour","Temperature","KWh"
"192","06/21/2016",6,21,2016,17,2,1,1,80,116.73306605625
"193","06/21/2016",6,21,2016,18,2,1,1,79,116.73306605625
"194","06/21/2016",6,21,2016,19,2,1,1,78,116.73306605625
"195","06/21/2016",6,21,2016,20,2,1,0,76,116.73306605625
"196","06/21/2016",6,21,2016,21,2,1,0,75,116.73306605625
"197","06/21/2016",6,21,2016,22,2,1,0,73,116.73306605625
"198","06/21/2016",6,21,2016,23,2,1,0,71,116.73306605625
"199","06/22/2016",6,22,2016,0,3,1,0,71,83.5278819940638
"200","06/22/2016",6,22,2016,1,3,1,0,69,83.5278819940638
"201","06/22/2016",6,22,2016,2,3,1,0,68,110.208169389001
"202","06/22/2016",6,22,2016,3,3,1,0,67,110.208169389001
"203","06/22/2016",6,22,2016,4,3,1,0,67,110.208169389001
"204","06/22/2016",6,22,2016,5,3,1,0,67,110.208169389001
"205","06/22/2016",6,22,2016,6,3,1,0,67,110.208169389001
"206","06/22/2016",6,22,2016,7,3,1,1,69,244.685870923686
"207","06/22/2016",6,22,2016,8,3,1,1,72,244.685870923686
"208","06/22/2016",6,22,2016,9,3,1,1,74,244.685870923686
"209","06/22/2016",6,22,2016,10,3,1,1,76,244.685870923686
"210","06/22/2016",6,22,2016,11,3,1,1,78,244.685870923686
"211","06/22/2016",6,22,2016,12,3,1,1,79,244.685870923686
"212","06/22/2016",6,22,2016,13,3,1,1,80,244.685870923686
"213","06/22/2016",6,22,2016,14,3,1,1,81,244.685870923686
"214","06/22/2016",6,22,2016,15,3,1,1,80,116.73306605625
"215","06/22/2016",6,22,2016,16,3,1,1,79,116.73306605625
"216","06/22/2016",6,22,2016,17,3,1,1,78,116.73306605625
"217","06/22/2016",6,22,2016,18,3,1,1,76,116.73306605625
"218","06/22/2016",6,22,2016,19,3,1,1,75,116.73306605625
"219","06/22/2016",6,22,2016,20,3,1,0,74,116.73306605625
"220","06/22/2016",6,22,2016,21,3,1,0,72,116.73306605625
"221","06/22/2016",6,22,2016,22,3,1,0,70,116.73306605625
"222","06/22/2016",6,22,2016,23,3,1,0,69,116.73306605625
